MMWR Year,MMWR Week,Jurisdiction of Occurrence,"COVID-19 (U071, Underlying Cause of Death)"
2021,4,Vermont,
2021,5,Vermont,
2021,6,Vermont,
2021,7,Vermont,
2021,8,Vermont,
2021,9,Vermont,
2021,10,Vermont,
2021,11,Vermont,
2021,12,Vermont,
2021,13,Vermont,
2021,14,Vermont,
2021,15,Vermont,
2021,16,Vermont,
2021,17,Vermont,
2021,18,Vermont,
2021,19,Vermont,
2021,20,Vermont,
2021,21,Vermont,0
2021,22,Vermont,0
2021,23,Vermont,0
2021,24,Vermont,0
2021,25,Vermont,0
2021,26,Vermont,
2021,27,Vermont,0
2021,28,Vermont,0
2021,29,Vermont,0
2021,30,Vermont,0
2021,31,Vermont,
2021,32,Vermont,
2021,33,Vermont,
2021,34,Vermont,
2021,35,Vermont,
2021,36,Vermont,
2021,37,Vermont,
2021,38,Vermont,12
2021,39,Vermont,
2021,40,Vermont,
2021,41,Vermont,
2021,42,Vermont,
2021,43,Vermont,13
2021,44,Vermont,10
2021,45,Vermont,
2021,46,Vermont,
2021,47,Vermont,
2021,48,Vermont,12
2021,49,Vermont,13
2021,50,Vermont,15
2021,51,Vermont,
2021,52,Vermont,16
2022,1,Vermont,
2022,2,Vermont,16
2022,3,Vermont,18
2022,4,Vermont,11
2022,5,Vermont,10
2022,6,Vermont,
2022,7,Vermont,12
2022,8,Vermont,
2022,9,Vermont,
2022,10,Vermont,
2022,11,Vermont,
2022,12,Vermont,
2022,13,Vermont,
2022,14,Vermont,
2022,15,Vermont,
2022,16,Vermont,
2022,17,Vermont,
2022,18,Vermont,
2022,19,Vermont,
2022,20,Vermont,
2022,21,Vermont,
2022,22,Vermont,
2022,23,Vermont,
2022,24,Vermont,
2022,25,Vermont,0
2022,26,Vermont,
2022,27,Vermont,
2022,28,Vermont,0
2022,29,Vermont,
2022,30,Vermont,
2022,31,Vermont,
2022,32,Vermont,
2022,33,Vermont,
2022,34,Vermont,
2022,35,Vermont,
2022,36,Vermont,
2022,37,Vermont,
2022,38,Vermont,
2022,39,Vermont,
2022,40,Vermont,
2022,41,Vermont,
2022,42,Vermont,
2022,43,Vermont,
2022,44,Vermont,
2022,45,Vermont,
2022,46,Vermont,
2022,47,Vermont,
2022,48,Vermont,
2022,49,Vermont,
2022,50,Vermont,
2022,51,Vermont,
2022,52,Vermont,
2023,1,Vermont,
2023,2,Vermont,
2023,3,Vermont,
2023,4,Vermont,
2023,5,Vermont,
2023,6,Vermont,
2023,7,Vermont,
2023,8,Vermont,
2023,9,Vermont,0
2023,10,Vermont,
2023,11,Vermont,
2023,12,Vermont,0
2023,13,Vermont,
2023,14,Vermont,0
2023,15,Vermont,
2023,16,Vermont,
2023,17,Vermont,
2023,18,Vermont,
2023,19,Vermont,
2023,20,Vermont,
2023,21,Vermont,
2023,22,Vermont,0
2023,23,Vermont,0
2023,24,Vermont,0
2023,25,Vermont,
2023,26,Vermont,0
2023,27,Vermont,
2023,28,Vermont,
2023,29,Vermont,
2023,30,Vermont,
2023,31,Vermont,
2023,32,Vermont,
2023,33,Vermont,
2023,34,Vermont,
2023,35,Vermont,
2023,36,Vermont,
2023,37,Vermont,
2020,1,Virginia,0
2020,2,Virginia,0
2020,3,Virginia,0
2020,4,Virginia,0
2020,5,Virginia,0
2020,6,Virginia,0
2020,7,Virginia,0
2020,8,Virginia,0
2020,9,Virginia,0
2020,10,Virginia,0
2020,11,Virginia,
2020,12,Virginia,
2020,13,Virginia,28
2020,14,Virginia,65
2020,15,Virginia,110
2020,16,Virginia,190
2020,17,Virginia,216
2020,18,Virginia,241
2020,19,Virginia,220
2020,20,Virginia,184
2020,21,Virginia,164
2020,22,Virginia,147
2020,23,Virginia,90
2020,24,Virginia,100
2020,25,Virginia,78
2020,26,Virginia,71
2020,27,Virginia,53
2020,28,Virginia,61
2020,29,Virginia,82
2020,30,Virginia,84
2020,31,Virginia,100
2020,32,Virginia,87
2020,33,Virginia,89
2020,34,Virginia,113
2020,35,Virginia,103
2020,36,Virginia,110
2020,37,Virginia,108
2020,38,Virginia,102
2020,39,Virginia,81
2020,40,Virginia,82
2020,41,Virginia,89
2020,42,Virginia,94
2020,43,Virginia,108
2020,44,Virginia,115
2020,45,Virginia,117
2020,46,Virginia,125
2020,47,Virginia,177
2020,48,Virginia,204
2020,49,Virginia,222
2020,50,Virginia,283
2020,51,Virginia,329
2020,52,Virginia,349
2020,53,Virginia,422
2021,1,Virginia,477
2021,2,Virginia,511
2021,3,Virginia,501
2021,4,Virginia,460
2021,5,Virginia,390
2021,6,Virginia,311
2021,7,Virginia,247
2021,8,Virginia,207
2021,9,Virginia,132
2021,10,Virginia,131
2021,11,Virginia,114
2021,12,Virginia,105
2021,13,Virginia,76
2021,14,Virginia,103
2021,15,Virginia,90
2021,16,Virginia,108
2021,17,Virginia,105
2021,18,Virginia,80
2021,19,Virginia,76
2021,20,Virginia,63
2021,21,Virginia,47
2021,22,Virginia,40
2021,23,Virginia,39
2021,24,Virginia,26
2021,25,Virginia,30
2021,26,Virginia,21
2021,27,Virginia,15
2021,28,Virginia,17
2021,29,Virginia,14
2021,30,Virginia,36
2021,31,Virginia,54
2021,32,Virginia,79
2021,33,Virginia,134
2021,34,Virginia,177
2021,35,Virginia,203
2021,36,Virginia,233
2021,37,Virginia,294
2021,38,Virginia,315
2021,39,Virginia,307
2021,40,Virginia,259
2021,41,Virginia,228
2021,42,Virginia,199
2021,43,Virginia,180
2021,44,Virginia,157
2021,45,Virginia,118
2021,46,Virginia,120
2021,47,Virginia,119
2021,48,Virginia,126
2021,49,Virginia,180
2021,50,Virginia,180
2021,51,Virginia,203
2021,52,Virginia,251
2022,1,Virginia,335
2022,2,Virginia,441
2022,3,Virginia,474
2022,4,Virginia,436
2022,5,Virginia,379
2022,6,Virginia,291
2022,7,Virginia,233
2022,8,Virginia,172
2022,9,Virginia,111
2022,10,Virginia,83
2022,11,Virginia,57
2022,12,Virginia,55
2022,13,Virginia,29
2022,14,Virginia,18
2022,15,Virginia,21
2022,16,Virginia,20
2022,17,Virginia,19
2022,18,Virginia,13
2022,19,Virginia,31
2022,20,Virginia,20
2022,21,Virginia,40
2022,22,Virginia,28
2022,23,Virginia,46
2022,24,Virginia,40
2022,25,Virginia,54
2022,26,Virginia,31
2022,27,Virginia,37
2022,28,Virginia,46
2022,29,Virginia,49
2022,30,Virginia,46
2022,31,Virginia,52
2022,32,Virginia,51
2022,33,Virginia,62
2022,34,Virginia,51
2022,35,Virginia,58
2022,36,Virginia,47
2022,37,Virginia,54
2022,38,Virginia,36
2022,39,Virginia,47
2022,40,Virginia,40
2022,41,Virginia,43
2022,42,Virginia,25
2022,43,Virginia,29
2022,44,Virginia,32
2022,45,Virginia,36
2022,46,Virginia,28
2022,47,Virginia,26
2022,48,Virginia,27
2022,49,Virginia,35
2022,50,Virginia,53
2022,51,Virginia,45
2022,52,Virginia,57
2023,1,Virginia,79
2023,2,Virginia,80
2023,3,Virginia,68
2023,4,Virginia,49
2023,5,Virginia,59
2023,6,Virginia,42
2023,7,Virginia,43
2023,8,Virginia,35
2023,9,Virginia,27
2023,10,Virginia,33
2023,11,Virginia,22
2023,12,Virginia,23
2023,13,Virginia,14
2023,14,Virginia,14
2023,15,Virginia,19
2023,16,Virginia,16
2023,17,Virginia,13
2023,18,Virginia,12
2023,19,Virginia,
2023,20,Virginia,
2023,21,Virginia,10
2023,22,Virginia,12
2023,23,Virginia,10
2023,24,Virginia,
2023,25,Virginia,
2023,26,Virginia,
2023,27,Virginia,
2023,28,Virginia,
2023,29,Virginia,
2023,30,Virginia,
2023,31,Virginia,
2023,32,Virginia,11
2023,33,Virginia,12
2023,34,Virginia,20
2023,35,Virginia,16
2023,36,Virginia,18
2023,37,Virginia,14
2020,1,Washington,0
2020,2,Washington,0
2020,3,Washington,0
2020,4,Washington,0
2020,5,Washington,0
2020,6,Washington,0
2020,7,Washington,0
2020,8,Washington,0
2020,9,Washington,
2020,10,Washington,19
2020,11,Washington,27
2020,12,Washington,62
2020,13,Washington,117
2020,14,Washington,157
2020,15,Washington,137
2020,16,Washington,116
2020,17,Washington,94
2020,18,Washington,73
2020,19,Washington,79
2020,20,Washington,63
2020,21,Washington,41
2020,22,Washington,32
2020,23,Washington,29
2020,24,Washington,38
2020,25,Washington,26
2020,26,Washington,29
2020,27,Washington,39
2020,28,Washington,53
2020,29,Washington,47
2020,30,Washington,70
2020,31,Washington,82
2020,32,Washington,74
2020,33,Washington,61
2020,34,Washington,44
2020,35,Washington,42
2020,36,Washington,34
2020,37,Washington,29
2020,38,Washington,37
2020,39,Washington,39
2020,40,Washington,41
2020,41,Washington,35
2020,42,Washington,31
2020,43,Washington,57
2020,44,Washington,60
2020,45,Washington,61
2020,46,Washington,80
2020,47,Washington,95
2020,48,Washington,137
2020,49,Washington,186
2020,50,Washington,204
2020,51,Washington,202
2020,52,Washington,179
2020,53,Washington,168
2021,1,Washington,193
2021,2,Washington,144
2021,3,Washington,149
2021,4,Washington,122
2021,5,Washington,121
2021,6,Washington,84
2021,7,Washington,73
2021,8,Washington,64
2021,9,Washington,55
2021,10,Washington,31
2021,11,Washington,29
2021,12,Washington,35
2021,13,Washington,24
2021,14,Washington,45
2021,15,Washington,46
2021,16,Washington,47
2021,17,Washington,53
2021,18,Washington,53
2021,19,Washington,61
2021,20,Washington,41
2021,21,Washington,54
2021,22,Washington,42
2021,23,Washington,50
2021,24,Washington,36
2021,25,Washington,39
2021,26,Washington,45
2021,27,Washington,28
2021,28,Washington,21
2021,29,Washington,30
2021,30,Washington,41
2021,31,Washington,68
2021,32,Washington,99
2021,33,Washington,143
2021,34,Washington,186
2021,35,Washington,251
2021,36,Washington,254
2021,37,Washington,284
2021,38,Washington,266
2021,39,Washington,231
2021,40,Washington,182
2021,41,Washington,202
2021,42,Washington,146
2021,43,Washington,144
2021,44,Washington,145
2021,45,Washington,145
2021,46,Washington,129
2021,47,Washington,133
2021,48,Washington,114
2021,49,Washington,122
2021,50,Washington,85
2021,51,Washington,81
2021,52,Washington,119
2022,1,Washington,151
2022,2,Washington,221
2022,3,Washington,247
2022,4,Washington,245
2022,5,Washington,213
2022,6,Washington,187
2022,7,Washington,133
2022,8,Washington,111
2022,9,Washington,74
2022,10,Washington,39
2022,11,Washington,32
2022,12,Washington,21
2022,13,Washington,10
2022,14,Washington,10
2022,15,Washington,20
2022,16,Washington,12
2022,17,Washington,14
2022,18,Washington,15
2022,19,Washington,24
2022,20,Washington,20
2022,21,Washington,38
2022,22,Washington,35
2022,23,Washington,35
2022,24,Washington,30
2022,25,Washington,39
2022,26,Washington,50
2022,27,Washington,39
2022,28,Washington,43
2022,29,Washington,46
2022,30,Washington,44
2022,31,Washington,44
2022,32,Washington,45
2022,33,Washington,41
2022,34,Washington,26
2022,35,Washington,41
2022,36,Washington,32
2022,37,Washington,24
2022,38,Washington,30
2022,39,Washington,14
2022,40,Washington,22
2022,41,Washington,21
2022,42,Washington,27
2022,43,Washington,18
2022,44,Washington,18
2022,45,Washington,25
2022,46,Washington,25
2022,47,Washington,21
2022,48,Washington,41
2022,49,Washington,44
2022,50,Washington,49
2022,51,Washington,43
2022,52,Washington,40
2023,1,Washington,37
2023,2,Washington,39
2023,3,Washington,22
2023,4,Washington,28
2023,5,Washington,21
2023,6,Washington,32
2023,7,Washington,33
2023,8,Washington,24
2023,9,Washington,29
2023,10,Washington,20
2023,11,Washington,21
2023,12,Washington,28
2023,13,Washington,26
2023,14,Washington,26
2023,15,Washington,20
2023,16,Washington,20
2023,17,Washington,14
2023,18,Washington,19
2023,19,Washington,
2023,20,Washington,16
2023,21,Washington,
2023,22,Washington,
2023,23,Washington,
2023,24,Washington,
2023,25,Washington,12
2023,26,Washington,
2023,27,Washington,
2023,28,Washington,11
2023,29,Washington,
2023,30,Washington,
2023,31,Washington,13
2023,32,Washington,12
2023,33,Washington,15
2023,34,Washington,10
2023,35,Washington,21
2023,36,Washington,23
2023,37,Washington,16
2020,1,West Virginia,0
2020,2,West Virginia,0
2020,3,West Virginia,0
2020,4,West Virginia,0
2020,5,West Virginia,0
2020,6,West Virginia,0
2020,7,West Virginia,0
2020,8,West Virginia,0
2020,9,West Virginia,0
2020,10,West Virginia,0
2020,11,West Virginia,0
2020,12,West Virginia,0
2020,13,West Virginia,
2020,14,West Virginia,
2020,15,West Virginia,
2020,16,West Virginia,
2020,17,West Virginia,13
2020,18,West Virginia,10
2020,19,West Virginia,
2020,20,West Virginia,11
2020,21,West Virginia,
2020,22,West Virginia,
2020,23,West Virginia,
2020,24,West Virginia,
2020,25,West Virginia,
2020,26,West Virginia,
2020,27,West Virginia,
2020,28,West Virginia,
2020,29,West Virginia,
2020,30,West Virginia,
2020,31,West Virginia,16
2020,32,West Virginia,21
2020,33,West Virginia,13
2020,34,West Virginia,24
2020,35,West Virginia,25
2020,36,West Virginia,24
2020,37,West Virginia,17
2020,38,West Virginia,27
2020,39,West Virginia,22
2020,40,West Virginia,21
2020,41,West Virginia,30
2020,42,West Virginia,19
2020,43,West Virginia,26
2020,44,West Virginia,40
2020,45,West Virginia,50
2020,46,West Virginia,49
2020,47,West Virginia,79
2020,48,West Virginia,80
2020,49,West Virginia,127
2020,50,West Virginia,155
2020,51,West Virginia,177
2020,52,West Virginia,156
2020,53,West Virginia,183
2021,1,West Virginia,196
2021,2,West Virginia,156
2021,3,West Virginia,127
2021,4,West Virginia,100
2021,5,West Virginia,87
2021,6,West Virginia,76
2021,7,West Virginia,45
2021,8,West Virginia,29
2021,9,West Virginia,24
2021,10,West Virginia,28
2021,11,West Virginia,19
2021,12,West Virginia,14
2021,13,West Virginia,19
2021,14,West Virginia,34
2021,15,West Virginia,27
2021,16,West Virginia,24
2021,17,West Virginia,26
2021,18,West Virginia,38
2021,19,West Virginia,27
2021,20,West Virginia,21
2021,21,West Virginia,23
2021,22,West Virginia,20
2021,23,West Virginia,12
2021,24,West Virginia,15
2021,25,West Virginia,
2021,26,West Virginia,
2021,27,West Virginia,
2021,28,West Virginia,
2021,29,West Virginia,
2021,30,West Virginia,18
2021,31,West Virginia,23
2021,32,West Virginia,27
2021,33,West Virginia,33
2021,34,West Virginia,73
2021,35,West Virginia,111
2021,36,West Virginia,125
2021,37,West Virginia,137
2021,38,West Virginia,165
2021,39,West Virginia,172
2021,40,West Virginia,168
2021,41,West Virginia,126
2021,42,West Virginia,136
2021,43,West Virginia,87
2021,44,West Virginia,100
2021,45,West Virginia,98
2021,46,West Virginia,91
2021,47,West Virginia,89
2021,48,West Virginia,75
2021,49,West Virginia,81
2021,50,West Virginia,94
2021,51,West Virginia,90
2021,52,West Virginia,100
2022,1,West Virginia,100
2022,2,West Virginia,139
2022,3,West Virginia,120
2022,4,West Virginia,135
2022,5,West Virginia,149
2022,6,West Virginia,128
2022,7,West Virginia,115
2022,8,West Virginia,81
2022,9,West Virginia,69
2022,10,West Virginia,51
2022,11,West Virginia,34
2022,12,West Virginia,27
2022,13,West Virginia,12
2022,14,West Virginia,18
2022,15,West Virginia,
2022,16,West Virginia,12
2022,17,West Virginia,
2022,18,West Virginia,
2022,19,West Virginia,13
2022,20,West Virginia,16
2022,21,West Virginia,10
2022,22,West Virginia,11
2022,23,West Virginia,13
2022,24,West Virginia,20
2022,25,West Virginia,12
2022,26,West Virginia,14
2022,27,West Virginia,12
2022,28,West Virginia,17
2022,29,West Virginia,14
2022,30,West Virginia,23
2022,31,West Virginia,16
2022,32,West Virginia,17
2022,33,West Virginia,24
2022,34,West Virginia,26
2022,35,West Virginia,28
2022,36,West Virginia,18
2022,37,West Virginia,22
2022,38,West Virginia,19
2022,39,West Virginia,24
2022,40,West Virginia,19
2022,41,West Virginia,13
2022,42,West Virginia,22
2022,43,West Virginia,17
2022,44,West Virginia,13
2022,45,West Virginia,15
2022,46,West Virginia,
2022,47,West Virginia,12
2022,48,West Virginia,
2022,49,West Virginia,17
2022,50,West Virginia,17
2022,51,West Virginia,18
2022,52,West Virginia,24
2023,1,West Virginia,20
2023,2,West Virginia,26
2023,3,West Virginia,20
2023,4,West Virginia,22
2023,5,West Virginia,21
2023,6,West Virginia,23
2023,7,West Virginia,19
2023,8,West Virginia,20
2023,9,West Virginia,13
2023,10,West Virginia,10
2023,11,West Virginia,17
2023,12,West Virginia,11
2023,13,West Virginia,13
2023,14,West Virginia,
2023,15,West Virginia,
2023,16,West Virginia,
2023,17,West Virginia,
2023,18,West Virginia,
2023,19,West Virginia,
2023,20,West Virginia,
2023,21,West Virginia,
2023,22,West Virginia,
2023,23,West Virginia,
2023,24,West Virginia,
2023,25,West Virginia,0
2023,26,West Virginia,0
2023,27,West Virginia,0
2023,28,West Virginia,0
2023,29,West Virginia,0
2023,30,West Virginia,
2023,31,West Virginia,
2023,32,West Virginia,
2023,33,West Virginia,
2023,34,West Virginia,
2023,35,West Virginia,
2023,36,West Virginia,
2023,37,West Virginia,12
2020,1,Wisconsin,0
2020,2,Wisconsin,0
2020,3,Wisconsin,0
2020,4,Wisconsin,
2020,5,Wisconsin,0
2020,6,Wisconsin,0
2020,7,Wisconsin,0
2020,8,Wisconsin,0
2020,9,Wisconsin,0
2020,10,Wisconsin,0
2020,11,Wisconsin,0
2020,12,Wisconsin,
2020,13,Wisconsin,19
2020,14,Wisconsin,75
2020,15,Wisconsin,72
2020,16,Wisconsin,70
2020,17,Wisconsin,40
2020,18,Wisconsin,70
2020,19,Wisconsin,54
2020,20,Wisconsin,48
2020,21,Wisconsin,58
2020,22,Wisconsin,86
2020,23,Wisconsin,42
2020,24,Wisconsin,40
2020,25,Wisconsin,34
2020,26,Wisconsin,34
2020,27,Wisconsin,20
2020,28,Wisconsin,15
2020,29,Wisconsin,28
2020,30,Wisconsin,42
2020,31,Wisconsin,41
2020,32,Wisconsin,41
2020,33,Wisconsin,37
2020,34,Wisconsin,33
2020,35,Wisconsin,37
2020,36,Wisconsin,30
2020,37,Wisconsin,35
2020,38,Wisconsin,30
2020,39,Wisconsin,48
2020,40,Wisconsin,76
2020,41,Wisconsin,113
2020,42,Wisconsin,174
2020,43,Wisconsin,234
2020,44,Wisconsin,287
2020,45,Wisconsin,364
2020,46,Wisconsin,455
2020,47,Wisconsin,497
2020,48,Wisconsin,420
2020,49,Wisconsin,432
2020,50,Wisconsin,379
2020,51,Wisconsin,356
2020,52,Wisconsin,268
2020,53,Wisconsin,252
2021,1,Wisconsin,237
2021,2,Wisconsin,191
2021,3,Wisconsin,178
2021,4,Wisconsin,156
2021,5,Wisconsin,123
2021,6,Wisconsin,89
2021,7,Wisconsin,58
2021,8,Wisconsin,53
2021,9,Wisconsin,35
2021,10,Wisconsin,33
2021,11,Wisconsin,20
2021,12,Wisconsin,26
2021,13,Wisconsin,24
2021,14,Wisconsin,34
2021,15,Wisconsin,38
2021,16,Wisconsin,31
2021,17,Wisconsin,40
2021,18,Wisconsin,30
2021,19,Wisconsin,34
2021,20,Wisconsin,30
2021,21,Wisconsin,22
2021,22,Wisconsin,27
2021,23,Wisconsin,12
2021,24,Wisconsin,
2021,25,Wisconsin,
2021,26,Wisconsin,13
2021,27,Wisconsin,11
2021,28,Wisconsin,
2021,29,Wisconsin,
2021,30,Wisconsin,15
2021,31,Wisconsin,30
2021,32,Wisconsin,37
2021,33,Wisconsin,66
2021,34,Wisconsin,99
2021,35,Wisconsin,108
2021,36,Wisconsin,119
2021,37,Wisconsin,152
2021,38,Wisconsin,131
2021,39,Wisconsin,154
2021,40,Wisconsin,153
2021,41,Wisconsin,162
2021,42,Wisconsin,132
2021,43,Wisconsin,150
2021,44,Wisconsin,145
2021,45,Wisconsin,152
2021,46,Wisconsin,187
2021,47,Wisconsin,206
2021,48,Wisconsin,241
2021,49,Wisconsin,274
2021,50,Wisconsin,296
2021,51,Wisconsin,277
2021,52,Wisconsin,269
2022,1,Wisconsin,287
2022,2,Wisconsin,305
2022,3,Wisconsin,303
2022,4,Wisconsin,271
2022,5,Wisconsin,184
2022,6,Wisconsin,141
2022,7,Wisconsin,99
2022,8,Wisconsin,75
2022,9,Wisconsin,47
2022,10,Wisconsin,45
2022,11,Wisconsin,30
2022,12,Wisconsin,17
2022,13,Wisconsin,27
2022,14,Wisconsin,11
2022,15,Wisconsin,
2022,16,Wisconsin,16
2022,17,Wisconsin,
2022,18,Wisconsin,12
2022,19,Wisconsin,19
2022,20,Wisconsin,24
2022,21,Wisconsin,26
2022,22,Wisconsin,25
2022,23,Wisconsin,20
2022,24,Wisconsin,20
2022,25,Wisconsin,18
2022,26,Wisconsin,17
2022,27,Wisconsin,23
2022,28,Wisconsin,23
2022,29,Wisconsin,30
2022,30,Wisconsin,25
2022,31,Wisconsin,27
2022,32,Wisconsin,40
2022,33,Wisconsin,18
2022,34,Wisconsin,27
2022,35,Wisconsin,21
2022,36,Wisconsin,35
2022,37,Wisconsin,21
2022,38,Wisconsin,25
2022,39,Wisconsin,24
2022,40,Wisconsin,23
2022,41,Wisconsin,23
2022,42,Wisconsin,29
2022,43,Wisconsin,29
2022,44,Wisconsin,31
2022,45,Wisconsin,40
2022,46,Wisconsin,31
2022,47,Wisconsin,31
2022,48,Wisconsin,43
2022,49,Wisconsin,30
2022,50,Wisconsin,33
2022,51,Wisconsin,45
2022,52,Wisconsin,36
2023,1,Wisconsin,34
2023,2,Wisconsin,30
2023,3,Wisconsin,18
2023,4,Wisconsin,20
2023,5,Wisconsin,29
2023,6,Wisconsin,18
2023,7,Wisconsin,23
2023,8,Wisconsin,30
2023,9,Wisconsin,23
2023,10,Wisconsin,19
2023,11,Wisconsin,30
2023,12,Wisconsin,29
2023,13,Wisconsin,17
2023,14,Wisconsin,24
2023,15,Wisconsin,20
2023,16,Wisconsin,11
2023,17,Wisconsin,14
2023,18,Wisconsin,12
2023,19,Wisconsin,
2023,20,Wisconsin,
2023,21,Wisconsin,
2023,22,Wisconsin,
2023,23,Wisconsin,
2023,24,Wisconsin,
2023,25,Wisconsin,
2023,26,Wisconsin,
2023,27,Wisconsin,
2023,28,Wisconsin,
2023,29,Wisconsin,
2023,30,Wisconsin,
2023,31,Wisconsin,
2023,32,Wisconsin,
2023,33,Wisconsin,
2023,34,Wisconsin,
2023,35,Wisconsin,
2023,36,Wisconsin,
2023,37,Wisconsin,
2020,1,Wyoming,0
2020,2,Wyoming,0
2020,3,Wyoming,0
2020,4,Wyoming,0
2020,5,Wyoming,0
2020,6,Wyoming,0
2020,7,Wyoming,0
2020,8,Wyoming,0
2020,9,Wyoming,0
2020,10,Wyoming,0
2020,11,Wyoming,0
2020,12,Wyoming,0
2020,13,Wyoming,0
2020,14,Wyoming,0
2020,15,Wyoming,0
2020,16,Wyoming,
2020,17,Wyoming,
2020,18,Wyoming,0
2020,19,Wyoming,0
2020,20,Wyoming,
2020,21,Wyoming,
2020,22,Wyoming,
2020,23,Wyoming,
2020,24,Wyoming,
2020,25,Wyoming,
2020,26,Wyoming,0
2020,27,Wyoming,0
2020,28,Wyoming,
2020,29,Wyoming,
2020,30,Wyoming,
2020,31,Wyoming,0
2020,32,Wyoming,
2020,33,Wyoming,
2020,34,Wyoming,
2020,35,Wyoming,0
2020,36,Wyoming,
2020,37,Wyoming,
2020,38,Wyoming,
2020,39,Wyoming,
2020,40,Wyoming,
2020,41,Wyoming,
2020,42,Wyoming,10
2020,43,Wyoming,17
2020,44,Wyoming,25
2020,45,Wyoming,39
2020,46,Wyoming,32
2020,47,Wyoming,34
2020,48,Wyoming,36
2020,49,Wyoming,38
2020,50,Wyoming,40
2020,51,Wyoming,39
2020,52,Wyoming,33
2020,53,Wyoming,20
2021,1,Wyoming,29
2021,2,Wyoming,20
2021,3,Wyoming,22
2021,4,Wyoming,12
2021,5,Wyoming,13
2021,6,Wyoming,14
2021,7,Wyoming,
2021,8,Wyoming,
2021,9,Wyoming,
2021,10,Wyoming,
2021,11,Wyoming,
2021,12,Wyoming,
2021,13,Wyoming,
2021,14,Wyoming,0
2021,15,Wyoming,
2021,16,Wyoming,
2021,17,Wyoming,0
2021,18,Wyoming,
2021,19,Wyoming,
2021,20,Wyoming,
2021,21,Wyoming,
2021,22,Wyoming,
2021,23,Wyoming,
2021,24,Wyoming,
2021,25,Wyoming,
2021,26,Wyoming,
2021,27,Wyoming,
2021,28,Wyoming,
2021,29,Wyoming,13
2021,30,Wyoming,10
2021,31,Wyoming,12
2021,32,Wyoming,15
2021,33,Wyoming,14
2021,34,Wyoming,27
2021,35,Wyoming,30
2021,36,Wyoming,25
2021,37,Wyoming,37
2021,38,Wyoming,41
2021,39,Wyoming,47
2021,40,Wyoming,44
2021,41,Wyoming,34
2021,42,Wyoming,42
2021,43,Wyoming,46
2021,44,Wyoming,46
2021,45,Wyoming,32
2021,46,Wyoming,36
2021,47,Wyoming,29
2021,48,Wyoming,18
2021,49,Wyoming,23
2021,50,Wyoming,17
2021,51,Wyoming,19
2021,52,Wyoming,12
2022,1,Wyoming,16
2022,2,Wyoming,12
2022,3,Wyoming,
2022,4,Wyoming,21
2022,5,Wyoming,21
2022,6,Wyoming,25
2022,7,Wyoming,12
2022,8,Wyoming,14
2022,9,Wyoming,10
2022,10,Wyoming,
2022,11,Wyoming,
2022,12,Wyoming,
2022,13,Wyoming,
2022,14,Wyoming,
2022,15,Wyoming,0
2022,16,Wyoming,
2022,17,Wyoming,0
2022,18,Wyoming,
2022,19,Wyoming,
2022,20,Wyoming,0
2022,21,Wyoming,
2022,22,Wyoming,0
2022,23,Wyoming,
2022,24,Wyoming,
