MMWR Year,MMWR Week,Jurisdiction of Occurrence,"COVID-19 (U071, Multiple Cause of Death)"
2020,20,Utah,17
2020,21,Utah,15
2020,22,Utah,12
2020,23,Utah,12
2020,24,Utah,20
2020,25,Utah,15
2020,26,Utah,13
2020,27,Utah,22
2020,28,Utah,36
2020,29,Utah,30
2020,30,Utah,45
2020,31,Utah,26
2020,32,Utah,29
2020,33,Utah,32
2020,34,Utah,18
2020,35,Utah,11
2020,36,Utah,19
2020,37,Utah,12
2020,38,Utah,
2020,39,Utah,24
2020,40,Utah,29
2020,41,Utah,45
2020,42,Utah,37
2020,43,Utah,38
2020,44,Utah,56
2020,45,Utah,74
2020,46,Utah,82
2020,47,Utah,115
2020,48,Utah,119
2020,49,Utah,132
2020,50,Utah,137
2020,51,Utah,128
2020,52,Utah,104
2020,53,Utah,101
2021,1,Utah,114
2021,2,Utah,106
2021,3,Utah,107
2021,4,Utah,79
2021,5,Utah,59
2021,6,Utah,46
2021,7,Utah,34
2021,8,Utah,37
2021,9,Utah,34
2021,10,Utah,27
2021,11,Utah,23
2021,12,Utah,14
2021,13,Utah,11
2021,14,Utah,
2021,15,Utah,12
2021,16,Utah,22
2021,17,Utah,14
2021,18,Utah,11
2021,19,Utah,11
2021,20,Utah,20
2021,21,Utah,16
2021,22,Utah,10
2021,23,Utah,13
2021,24,Utah,14
2021,25,Utah,24
2021,26,Utah,16
2021,27,Utah,25
2021,28,Utah,18
2021,29,Utah,28
2021,30,Utah,38
2021,31,Utah,46
2021,32,Utah,46
2021,33,Utah,63
2021,34,Utah,63
2021,35,Utah,72
2021,36,Utah,72
2021,37,Utah,84
2021,38,Utah,94
2021,39,Utah,75
2021,40,Utah,94
2021,41,Utah,94
2021,42,Utah,63
2021,43,Utah,112
2021,44,Utah,101
2021,45,Utah,80
2021,46,Utah,83
2021,47,Utah,70
2021,48,Utah,88
2021,49,Utah,67
2021,50,Utah,79
2021,51,Utah,53
2021,52,Utah,55
2022,1,Utah,71
2022,2,Utah,85
2022,3,Utah,116
2022,4,Utah,101
2022,5,Utah,107
2022,6,Utah,94
2022,7,Utah,57
2022,8,Utah,50
2022,9,Utah,45
2022,10,Utah,31
2022,11,Utah,20
2022,12,Utah,
2022,13,Utah,
2022,14,Utah,
2022,15,Utah,
2022,16,Utah,
2022,17,Utah,
2022,18,Utah,
2022,19,Utah,
2022,20,Utah,
2022,21,Utah,
2022,22,Utah,13
2022,23,Utah,12
2022,24,Utah,11
2022,25,Utah,25
2022,26,Utah,18
2022,27,Utah,22
2022,28,Utah,19
2022,29,Utah,16
2022,30,Utah,27
2022,31,Utah,16
2022,32,Utah,15
2022,33,Utah,14
2022,34,Utah,10
2022,35,Utah,10
2022,36,Utah,14
2022,37,Utah,13
2022,38,Utah,
2022,39,Utah,13
2022,40,Utah,
2022,41,Utah,14
2022,42,Utah,13
2022,43,Utah,11
2022,44,Utah,11
2022,45,Utah,17
2022,46,Utah,21
2022,47,Utah,18
2022,48,Utah,20
2022,49,Utah,26
2022,50,Utah,20
2022,51,Utah,16
2022,52,Utah,22
2023,1,Utah,11
2023,2,Utah,16
2023,3,Utah,
2023,4,Utah,
2023,5,Utah,
2023,6,Utah,
2023,7,Utah,
2023,8,Utah,
2023,9,Utah,13
2023,10,Utah,
2023,11,Utah,
2023,12,Utah,10
2023,13,Utah,
2023,14,Utah,
2023,15,Utah,
2023,16,Utah,
2023,17,Utah,
2023,18,Utah,
2023,19,Utah,
2023,20,Utah,
2023,21,Utah,
2023,22,Utah,
2023,23,Utah,
2023,24,Utah,
2023,25,Utah,
2023,26,Utah,
2023,27,Utah,
2023,28,Utah,
2023,29,Utah,
2023,30,Utah,
2023,31,Utah,
2023,32,Utah,
2023,33,Utah,
2023,34,Utah,
2023,35,Utah,
2023,36,Utah,
2023,37,Utah,
2020,1,Vermont,0
2020,2,Vermont,0
2020,3,Vermont,0
2020,4,Vermont,0
2020,5,Vermont,0
2020,6,Vermont,0
2020,7,Vermont,0
2020,8,Vermont,0
2020,9,Vermont,0
2020,10,Vermont,0
2020,11,Vermont,0
2020,12,Vermont,
2020,13,Vermont,
2020,14,Vermont,12
2020,15,Vermont,
2020,16,Vermont,11
2020,17,Vermont,11
2020,18,Vermont,
2020,19,Vermont,
2020,20,Vermont,
2020,21,Vermont,0
2020,22,Vermont,
2020,23,Vermont,0
2020,24,Vermont,0
2020,25,Vermont,
2020,26,Vermont,0
2020,27,Vermont,0
2020,28,Vermont,
2020,29,Vermont,0
2020,30,Vermont,0
2020,31,Vermont,
2020,32,Vermont,0
2020,33,Vermont,0
2020,34,Vermont,0
2020,35,Vermont,0
2020,36,Vermont,0
2020,37,Vermont,0
2020,38,Vermont,0
2020,39,Vermont,0
2020,40,Vermont,0
2020,41,Vermont,0
2020,42,Vermont,0
2020,43,Vermont,0
2020,44,Vermont,0
2020,45,Vermont,
2020,46,Vermont,0
2020,47,Vermont,
2020,48,Vermont,
2020,49,Vermont,15
2020,50,Vermont,14
2020,51,Vermont,14
2020,52,Vermont,19
2020,53,Vermont,11
2021,1,Vermont,
2021,2,Vermont,
2021,3,Vermont,
2021,4,Vermont,
2021,5,Vermont,
2021,6,Vermont,
2021,7,Vermont,
2021,8,Vermont,
2021,9,Vermont,
2021,10,Vermont,
2021,11,Vermont,
2021,12,Vermont,
2021,13,Vermont,
2021,14,Vermont,
2021,15,Vermont,
2021,16,Vermont,
2021,17,Vermont,
2021,18,Vermont,
2021,19,Vermont,
2021,20,Vermont,
2021,21,Vermont,0
2021,22,Vermont,
2021,23,Vermont,0
2021,24,Vermont,0
2021,25,Vermont,0
2021,26,Vermont,
2021,27,Vermont,
2021,28,Vermont,0
2021,29,Vermont,0
2021,30,Vermont,0
2021,31,Vermont,
2021,32,Vermont,
2021,33,Vermont,
2021,34,Vermont,
2021,35,Vermont,
2021,36,Vermont,
2021,37,Vermont,10
2021,38,Vermont,14
2021,39,Vermont,10
2021,40,Vermont,11
2021,41,Vermont,
2021,42,Vermont,
2021,43,Vermont,14
2021,44,Vermont,11
2021,45,Vermont,10
2021,46,Vermont,10
2021,47,Vermont,
2021,48,Vermont,12
2021,49,Vermont,15
2021,50,Vermont,19
2021,51,Vermont,
2021,52,Vermont,19
2022,1,Vermont,
2022,2,Vermont,20
2022,3,Vermont,21
2022,4,Vermont,19
2022,5,Vermont,18
2022,6,Vermont,12
2022,7,Vermont,19
2022,8,Vermont,10
2022,9,Vermont,10
2022,10,Vermont,
2022,11,Vermont,
2022,12,Vermont,
2022,13,Vermont,
2022,14,Vermont,
2022,15,Vermont,
2022,16,Vermont,
2022,17,Vermont,11
2022,18,Vermont,
2022,19,Vermont,10
2022,20,Vermont,
2022,21,Vermont,
2022,22,Vermont,
2022,23,Vermont,
2022,24,Vermont,
2022,25,Vermont,
2022,26,Vermont,
2022,27,Vermont,
2022,28,Vermont,
2022,29,Vermont,
2022,30,Vermont,
2022,31,Vermont,
2022,32,Vermont,
2022,33,Vermont,
2022,34,Vermont,
2022,35,Vermont,
2022,36,Vermont,
2022,37,Vermont,
2022,38,Vermont,
2022,39,Vermont,
2022,40,Vermont,
2022,41,Vermont,
2022,42,Vermont,
2022,43,Vermont,14
2022,44,Vermont,
2022,45,Vermont,
2022,46,Vermont,
2022,47,Vermont,
2022,48,Vermont,
2022,49,Vermont,
2022,50,Vermont,
2022,51,Vermont,
2022,52,Vermont,
2023,1,Vermont,
2023,2,Vermont,
2023,3,Vermont,
2023,4,Vermont,
2023,5,Vermont,
2023,6,Vermont,
2023,7,Vermont,13
2023,8,Vermont,
2023,9,Vermont,
2023,10,Vermont,
2023,11,Vermont,
2023,12,Vermont,0
2023,13,Vermont,
2023,14,Vermont,
2023,15,Vermont,10
2023,16,Vermont,
2023,17,Vermont,
2023,18,Vermont,
2023,19,Vermont,
2023,20,Vermont,
2023,21,Vermont,
2023,22,Vermont,
2023,23,Vermont,
2023,24,Vermont,
2023,25,Vermont,
2023,26,Vermont,0
2023,27,Vermont,
2023,28,Vermont,
2023,29,Vermont,
2023,30,Vermont,
2023,31,Vermont,
2023,32,Vermont,
2023,33,Vermont,
2023,34,Vermont,
2023,35,Vermont,
2023,36,Vermont,
2023,37,Vermont,
2020,1,Virginia,0
2020,2,Virginia,0
2020,3,Virginia,0
2020,4,Virginia,0
2020,5,Virginia,0
2020,6,Virginia,0
2020,7,Virginia,0
2020,8,Virginia,0
2020,9,Virginia,0
2020,10,Virginia,0
2020,11,Virginia,
2020,12,Virginia,
2020,13,Virginia,28
2020,14,Virginia,67
2020,15,Virginia,115
2020,16,Virginia,196
2020,17,Virginia,222
2020,18,Virginia,251
2020,19,Virginia,238
2020,20,Virginia,200
2020,21,Virginia,170
2020,22,Virginia,160
2020,23,Virginia,105
2020,24,Virginia,110
2020,25,Virginia,88
2020,26,Virginia,79
2020,27,Virginia,56
2020,28,Virginia,66
2020,29,Virginia,97
2020,30,Virginia,90
2020,31,Virginia,106
2020,32,Virginia,91
2020,33,Virginia,102
2020,34,Virginia,125
2020,35,Virginia,111
2020,36,Virginia,123
2020,37,Virginia,118
2020,38,Virginia,118
2020,39,Virginia,90
2020,40,Virginia,93
2020,41,Virginia,96
2020,42,Virginia,104
2020,43,Virginia,121
2020,44,Virginia,124
2020,45,Virginia,134
2020,46,Virginia,136
2020,47,Virginia,187
2020,48,Virginia,221
2020,49,Virginia,241
2020,50,Virginia,307
2020,51,Virginia,364
2020,52,Virginia,384
2020,53,Virginia,453
2021,1,Virginia,516
2021,2,Virginia,551
2021,3,Virginia,552
2021,4,Virginia,499
2021,5,Virginia,438
2021,6,Virginia,341
2021,7,Virginia,279
2021,8,Virginia,232
2021,9,Virginia,153
2021,10,Virginia,147
2021,11,Virginia,135
2021,12,Virginia,124
2021,13,Virginia,93
2021,14,Virginia,121
2021,15,Virginia,105
2021,16,Virginia,119
2021,17,Virginia,121
2021,18,Virginia,95
2021,19,Virginia,86
2021,20,Virginia,74
2021,21,Virginia,56
2021,22,Virginia,47
2021,23,Virginia,42
2021,24,Virginia,34
2021,25,Virginia,37
2021,26,Virginia,25
2021,27,Virginia,22
2021,28,Virginia,25
2021,29,Virginia,17
2021,30,Virginia,45
2021,31,Virginia,58
2021,32,Virginia,84
2021,33,Virginia,145
2021,34,Virginia,189
2021,35,Virginia,214
2021,36,Virginia,245
2021,37,Virginia,307
2021,38,Virginia,328
2021,39,Virginia,331
2021,40,Virginia,274
2021,41,Virginia,247
2021,42,Virginia,225
2021,43,Virginia,196
2021,44,Virginia,173
2021,45,Virginia,133
2021,46,Virginia,130
2021,47,Virginia,132
2021,48,Virginia,143
2021,49,Virginia,195
2021,50,Virginia,206
2021,51,Virginia,217
2021,52,Virginia,270
2022,1,Virginia,383
2022,2,Virginia,500
2022,3,Virginia,546
2022,4,Virginia,513
2022,5,Virginia,462
2022,6,Virginia,356
2022,7,Virginia,277
2022,8,Virginia,212
2022,9,Virginia,146
2022,10,Virginia,111
2022,11,Virginia,74
2022,12,Virginia,76
2022,13,Virginia,47
2022,14,Virginia,37
2022,15,Virginia,36
2022,16,Virginia,31
2022,17,Virginia,29
2022,18,Virginia,27
2022,19,Virginia,44
2022,20,Virginia,32
2022,21,Virginia,60
2022,22,Virginia,51
2022,23,Virginia,60
2022,24,Virginia,52
2022,25,Virginia,69
2022,26,Virginia,49
2022,27,Virginia,55
2022,28,Virginia,70
2022,29,Virginia,75
2022,30,Virginia,76
2022,31,Virginia,74
2022,32,Virginia,76
2022,33,Virginia,87
2022,34,Virginia,77
2022,35,Virginia,88
2022,36,Virginia,66
2022,37,Virginia,78
2022,38,Virginia,60
2022,39,Virginia,62
2022,40,Virginia,60
2022,41,Virginia,60
2022,42,Virginia,49
2022,43,Virginia,46
2022,44,Virginia,53
2022,45,Virginia,51
2022,46,Virginia,45
2022,47,Virginia,43
2022,48,Virginia,39
2022,49,Virginia,58
2022,50,Virginia,73
2022,51,Virginia,72
2022,52,Virginia,86
2023,1,Virginia,116
2023,2,Virginia,112
2023,3,Virginia,104
2023,4,Virginia,85
2023,5,Virginia,102
2023,6,Virginia,60
2023,7,Virginia,67
2023,8,Virginia,60
2023,9,Virginia,39
2023,10,Virginia,49
2023,11,Virginia,31
2023,12,Virginia,33
2023,13,Virginia,24
2023,14,Virginia,32
2023,15,Virginia,23
2023,16,Virginia,28
2023,17,Virginia,24
2023,18,Virginia,19
2023,19,Virginia,18
2023,20,Virginia,10
2023,21,Virginia,18
2023,22,Virginia,17
2023,23,Virginia,12
2023,24,Virginia,11
2023,25,Virginia,
2023,26,Virginia,13
2023,27,Virginia,
2023,28,Virginia,11
2023,29,Virginia,10
2023,30,Virginia,12
2023,31,Virginia,13
2023,32,Virginia,16
2023,33,Virginia,17
2023,34,Virginia,28
2023,35,Virginia,23
2023,36,Virginia,26
2023,37,Virginia,23
2020,1,Washington,0
2020,2,Washington,0
2020,3,Washington,0
2020,4,Washington,0
2020,5,Washington,0
2020,6,Washington,0
2020,7,Washington,0
2020,8,Washington,0
2020,9,Washington,
2020,10,Washington,21
2020,11,Washington,28
2020,12,Washington,65
2020,13,Washington,126
2020,14,Washington,160
2020,15,Washington,149
2020,16,Washington,125
2020,17,Washington,108
2020,18,Washington,80
2020,19,Washington,88
2020,20,Washington,71
2020,21,Washington,49
2020,22,Washington,37
2020,23,Washington,35
2020,24,Washington,44
2020,25,Washington,31
2020,26,Washington,41
2020,27,Washington,44
2020,28,Washington,58
2020,29,Washington,51
2020,30,Washington,77
2020,31,Washington,92
2020,32,Washington,85
2020,33,Washington,77
2020,34,Washington,52
2020,35,Washington,46
2020,36,Washington,42
2020,37,Washington,31
2020,38,Washington,44
2020,39,Washington,49
2020,40,Washington,49
2020,41,Washington,39
2020,42,Washington,44
2020,43,Washington,68
2020,44,Washington,71
2020,45,Washington,70
2020,46,Washington,91
2020,47,Washington,113
2020,48,Washington,149
2020,49,Washington,209
2020,50,Washington,224
2020,51,Washington,221
2020,52,Washington,208
2020,53,Washington,188
2021,1,Washington,218
2021,2,Washington,171
2021,3,Washington,176
2021,4,Washington,152
2021,5,Washington,149
2021,6,Washington,95
2021,7,Washington,87
2021,8,Washington,81
2021,9,Washington,60
2021,10,Washington,42
2021,11,Washington,39
2021,12,Washington,45
2021,13,Washington,36
2021,14,Washington,49
2021,15,Washington,59
2021,16,Washington,61
2021,17,Washington,62
2021,18,Washington,62
2021,19,Washington,74
2021,20,Washington,51
2021,21,Washington,68
2021,22,Washington,50
2021,23,Washington,58
2021,24,Washington,42
2021,25,Washington,47
2021,26,Washington,47
2021,27,Washington,36
2021,28,Washington,25
2021,29,Washington,35
2021,30,Washington,49
2021,31,Washington,80
2021,32,Washington,115
2021,33,Washington,165
2021,34,Washington,198
2021,35,Washington,274
2021,36,Washington,279
2021,37,Washington,309
2021,38,Washington,282
2021,39,Washington,254
2021,40,Washington,204
2021,41,Washington,219
2021,42,Washington,166
2021,43,Washington,162
2021,44,Washington,159
2021,45,Washington,159
2021,46,Washington,139
2021,47,Washington,150
2021,48,Washington,130
2021,49,Washington,136
2021,50,Washington,95
2021,51,Washington,98
2021,52,Washington,133
2022,1,Washington,176
2022,2,Washington,268
2022,3,Washington,292
2022,4,Washington,304
2022,5,Washington,281
2022,6,Washington,241
2022,7,Washington,183
2022,8,Washington,151
2022,9,Washington,102
2022,10,Washington,57
2022,11,Washington,53
2022,12,Washington,44
2022,13,Washington,20
2022,14,Washington,24
2022,15,Washington,33
2022,16,Washington,29
2022,17,Washington,31
2022,18,Washington,27
2022,19,Washington,40
2022,20,Washington,31
2022,21,Washington,56
2022,22,Washington,51
2022,23,Washington,58
2022,24,Washington,55
2022,25,Washington,61
2022,26,Washington,69
2022,27,Washington,65
2022,28,Washington,66
2022,29,Washington,84
2022,30,Washington,71
2022,31,Washington,73
2022,32,Washington,69
2022,33,Washington,61
2022,34,Washington,45
2022,35,Washington,59
2022,36,Washington,54
2022,37,Washington,39
2022,38,Washington,49
2022,39,Washington,31
2022,40,Washington,43
2022,41,Washington,33
2022,42,Washington,38
2022,43,Washington,34
2022,44,Washington,35
2022,45,Washington,37
2022,46,Washington,38
2022,47,Washington,40
2022,48,Washington,63
2022,49,Washington,66
2022,50,Washington,73
2022,51,Washington,65
2022,52,Washington,69
2023,1,Washington,54
2023,2,Washington,59
2023,3,Washington,40
2023,4,Washington,44
2023,5,Washington,40
2023,6,Washington,51
2023,7,Washington,43
2023,8,Washington,44
2023,9,Washington,38
2023,10,Washington,31
2023,11,Washington,36
2023,12,Washington,40
2023,13,Washington,45
2023,14,Washington,45
2023,15,Washington,32
2023,16,Washington,28
2023,17,Washington,24
2023,18,Washington,31
2023,19,Washington,10
2023,20,Washington,22
2023,21,Washington,13
2023,22,Washington,13
2023,23,Washington,13
2023,24,Washington,11
2023,25,Washington,17
2023,26,Washington,11
2023,27,Washington,11
2023,28,Washington,18
2023,29,Washington,
2023,30,Washington,
2023,31,Washington,16
2023,32,Washington,20
2023,33,Washington,26
2023,34,Washington,21
2023,35,Washington,33
2023,36,Washington,27
2023,37,Washington,21
2020,1,West Virginia,0
2020,2,West Virginia,0
2020,3,West Virginia,0
2020,4,West Virginia,0
2020,5,West Virginia,0
2020,6,West Virginia,0
2020,7,West Virginia,0
2020,8,West Virginia,0
2020,9,West Virginia,0
2020,10,West Virginia,0
2020,11,West Virginia,0
2020,12,West Virginia,0
2020,13,West Virginia,
2020,14,West Virginia,
2020,15,West Virginia,
2020,16,West Virginia,11
2020,17,West Virginia,16
2020,18,West Virginia,15
2020,19,West Virginia,
2020,20,West Virginia,14
2020,21,West Virginia,
2020,22,West Virginia,
2020,23,West Virginia,
2020,24,West Virginia,
2020,25,West Virginia,
2020,26,West Virginia,
2020,27,West Virginia,
2020,28,West Virginia,
2020,29,West Virginia,
2020,30,West Virginia,
2020,31,West Virginia,17
2020,32,West Virginia,22
2020,33,West Virginia,14
2020,34,West Virginia,31
2020,35,West Virginia,32
2020,36,West Virginia,28
2020,37,West Virginia,23
2020,38,West Virginia,36
2020,39,West Virginia,24
2020,40,West Virginia,23
2020,41,West Virginia,34
2020,42,West Virginia,21
2020,43,West Virginia,28
2020,44,West Virginia,44
2020,45,West Virginia,52
2020,46,West Virginia,54
2020,47,West Virginia,82
2020,48,West Virginia,87
2020,49,West Virginia,137
2020,50,West Virginia,161
2020,51,West Virginia,185
2020,52,West Virginia,174
2020,53,West Virginia,199
2021,1,West Virginia,213
2021,2,West Virginia,173
2021,3,West Virginia,139
2021,4,West Virginia,116
2021,5,West Virginia,105
2021,6,West Virginia,91
2021,7,West Virginia,55
2021,8,West Virginia,33
2021,9,West Virginia,29
2021,10,West Virginia,33
2021,11,West Virginia,22
2021,12,West Virginia,17
2021,13,West Virginia,25
2021,14,West Virginia,39
2021,15,West Virginia,34
2021,16,West Virginia,27
2021,17,West Virginia,33
2021,18,West Virginia,43
2021,19,West Virginia,30
2021,20,West Virginia,25
2021,21,West Virginia,26
2021,22,West Virginia,25
2021,23,West Virginia,15
2021,24,West Virginia,17
2021,25,West Virginia,
2021,26,West Virginia,10
2021,27,West Virginia,11
2021,28,West Virginia,
2021,29,West Virginia,
2021,30,West Virginia,18
2021,31,West Virginia,26
2021,32,West Virginia,32
2021,33,West Virginia,36
2021,34,West Virginia,80
2021,35,West Virginia,123
2021,36,West Virginia,139
2021,37,West Virginia,155
2021,38,West Virginia,185
2021,39,West Virginia,196
2021,40,West Virginia,179
2021,41,West Virginia,143
2021,42,West Virginia,154
2021,43,West Virginia,101
2021,44,West Virginia,110
2021,45,West Virginia,103
2021,46,West Virginia,113
2021,47,West Virginia,103
2021,48,West Virginia,87
2021,49,West Virginia,93
2021,50,West Virginia,102
2021,51,West Virginia,99
2021,52,West Virginia,108
2022,1,West Virginia,109
2022,2,West Virginia,147
2022,3,West Virginia,138
2022,4,West Virginia,159
2022,5,West Virginia,169
2022,6,West Virginia,155
2022,7,West Virginia,136
2022,8,West Virginia,102
2022,9,West Virginia,83
2022,10,West Virginia,71
2022,11,West Virginia,47
2022,12,West Virginia,38
2022,13,West Virginia,29
2022,14,West Virginia,26
2022,15,West Virginia,13
2022,16,West Virginia,16
2022,17,West Virginia,13
2022,18,West Virginia,11
2022,19,West Virginia,21
2022,20,West Virginia,28
2022,21,West Virginia,23
2022,22,West Virginia,16
2022,23,West Virginia,20
2022,24,West Virginia,28
2022,25,West Virginia,20
2022,26,West Virginia,20
2022,27,West Virginia,23
2022,28,West Virginia,20
2022,29,West Virginia,27
2022,30,West Virginia,34
2022,31,West Virginia,28
2022,32,West Virginia,27
2022,33,West Virginia,36
2022,34,West Virginia,37
2022,35,West Virginia,41
2022,36,West Virginia,27
2022,37,West Virginia,32
2022,38,West Virginia,29
2022,39,West Virginia,32
2022,40,West Virginia,24
2022,41,West Virginia,18
2022,42,West Virginia,31
2022,43,West Virginia,28
2022,44,West Virginia,20
2022,45,West Virginia,24
2022,46,West Virginia,16
2022,47,West Virginia,26
2022,48,West Virginia,16
2022,49,West Virginia,25
2022,50,West Virginia,25
2022,51,West Virginia,25
2022,52,West Virginia,35
2023,1,West Virginia,32
2023,2,West Virginia,29
2023,3,West Virginia,28
2023,4,West Virginia,36
2023,5,West Virginia,34
2023,6,West Virginia,29
2023,7,West Virginia,30
2023,8,West Virginia,27
2023,9,West Virginia,16
2023,10,West Virginia,15
2023,11,West Virginia,25
2023,12,West Virginia,17
2023,13,West Virginia,19
2023,14,West Virginia,10
2023,15,West Virginia,
2023,16,West Virginia,
2023,17,West Virginia,
2023,18,West Virginia,
2023,19,West Virginia,
2023,20,West Virginia,
2023,21,West Virginia,
2023,22,West Virginia,
2023,23,West Virginia,
2023,24,West Virginia,
2023,25,West Virginia,
2023,26,West Virginia,
2023,27,West Virginia,0
2023,28,West Virginia,0
2023,29,West Virginia,
2023,30,West Virginia,
2023,31,West Virginia,
2023,32,West Virginia,
2023,33,West Virginia,
2023,34,West Virginia,
2023,35,West Virginia,
2023,36,West Virginia,14
2023,37,West Virginia,16
2020,1,Wisconsin,0
2020,2,Wisconsin,0
2020,3,Wisconsin,0
2020,4,Wisconsin,
2020,5,Wisconsin,0
2020,6,Wisconsin,0
2020,7,Wisconsin,0
2020,8,Wisconsin,0
2020,9,Wisconsin,0
2020,10,Wisconsin,0
2020,11,Wisconsin,0
2020,12,Wisconsin,
2020,13,Wisconsin,19
2020,14,Wisconsin,77
2020,15,Wisconsin,76
2020,16,Wisconsin,75
2020,17,Wisconsin,47
2020,18,Wisconsin,72
2020,19,Wisconsin,57
2020,20,Wisconsin,55
2020,21,Wisconsin,66
2020,22,Wisconsin,89
2020,23,Wisconsin,47
2020,24,Wisconsin,41
2020,25,Wisconsin,37
2020,26,Wisconsin,35
2020,27,Wisconsin,24
2020,28,Wisconsin,20
2020,29,Wisconsin,35
2020,30,Wisconsin,53
2020,31,Wisconsin,48
2020,32,Wisconsin,60
2020,33,Wisconsin,46
2020,34,Wisconsin,38
2020,35,Wisconsin,43
2020,36,Wisconsin,40
2020,37,Wisconsin,47
2020,38,Wisconsin,36
2020,39,Wisconsin,60
2020,40,Wisconsin,85
2020,41,Wisconsin,127
2020,42,Wisconsin,194
2020,43,Wisconsin,280
2020,44,Wisconsin,349
2020,45,Wisconsin,425
2020,46,Wisconsin,525
2020,47,Wisconsin,565
2020,48,Wisconsin,489
2020,49,Wisconsin,515
2020,50,Wisconsin,436
2020,51,Wisconsin,399
2020,52,Wisconsin,329
2020,53,Wisconsin,310
2021,1,Wisconsin,279
2021,2,Wisconsin,240
2021,3,Wisconsin,215
2021,4,Wisconsin,195
2021,5,Wisconsin,161
2021,6,Wisconsin,112
2021,7,Wisconsin,73
2021,8,Wisconsin,77
2021,9,Wisconsin,53
2021,10,Wisconsin,47
2021,11,Wisconsin,34
2021,12,Wisconsin,37
2021,13,Wisconsin,42
2021,14,Wisconsin,42
2021,15,Wisconsin,48
2021,16,Wisconsin,45
2021,17,Wisconsin,50
2021,18,Wisconsin,39
2021,19,Wisconsin,42
2021,20,Wisconsin,40
2021,21,Wisconsin,28
2021,22,Wisconsin,30
2021,23,Wisconsin,20
2021,24,Wisconsin,12
2021,25,Wisconsin,
2021,26,Wisconsin,19
2021,27,Wisconsin,15
2021,28,Wisconsin,11
2021,29,Wisconsin,10
2021,30,Wisconsin,23
2021,31,Wisconsin,34
2021,32,Wisconsin,46
2021,33,Wisconsin,74
2021,34,Wisconsin,111
2021,35,Wisconsin,120
2021,36,Wisconsin,135
2021,37,Wisconsin,168
2021,38,Wisconsin,146
2021,39,Wisconsin,175
2021,40,Wisconsin,180
2021,41,Wisconsin,175
2021,42,Wisconsin,156
